Timestamp,IP Address,Status,Response Time (ms)
2025-10-27 09:35:13,1.1.1.1,Online,36.33
2025-10-27 09:35:13,192.168.1.1,Online,4.11
2025-10-27 09:35:16,8.8.8.8,Online,22.94
2025-10-27 09:35:16,1.1.1.1,Online,64.85
2025-10-27 09:35:16,192.168.1.1,Online,8.95
2025-10-27 09:35:23,8.8.8.8,Online,15.09
2025-10-27 09:35:23,1.1.1.1,Online,41.26
2025-10-27 09:35:23,192.168.1.1,Online,10.44
2025-10-27 09:35:26,8.8.8.8,Online,9.01
2025-10-27 09:35:26,1.1.1.1,Online,37.88
2025-10-27 09:35:26,192.168.1.1,Online,5.82
2025-10-27 09:35:33,8.8.8.8,Online,18.47
2025-10-27 09:35:33,1.1.1.1,Online,63.32
2025-10-27 09:35:33,192.168.1.1,Online,13.33
2025-10-27 09:35:36,8.8.8.8,Online,10.08
2025-10-27 09:35:36,1.1.1.1,Online,35.91
2025-10-27 09:35:36,192.168.1.1,Online,2.73
2025-10-27 09:35:43,8.8.8.8,Online,8.41
2025-10-27 09:35:44,1.1.1.1,Online,44.75
2025-10-27 09:35:44,192.168.1.1,Online,1.75
2025-10-27 09:35:46,8.8.8.8,Online,25.24
2025-10-27 09:35:46,1.1.1.1,Online,45.72
2025-10-27 09:35:46,192.168.1.1,Online,5.28
2025-10-27 09:35:54,8.8.8.8,Online,31.16
2025-10-27 09:35:54,1.1.1.1,Online,39.48
2025-10-27 09:35:54,192.168.1.1,Online,4.24
2025-10-27 09:35:56,8.8.8.8,Online,7.22
2025-10-27 09:35:56,1.1.1.1,Online,33.15
2025-10-27 09:35:56,192.168.1.1,Online,4.34
2025-10-27 09:36:04,8.8.8.8,Online,21.02
2025-10-27 09:36:04,1.1.1.1,Online,41.68
2025-10-27 09:36:04,192.168.1.1,Online,2.22
2025-10-27 09:36:06,8.8.8.8,Online,32.99
2025-10-27 09:36:06,1.1.1.1,Online,56.91
2025-10-27 09:36:06,192.168.1.1,Online,2.27
2025-10-27 09:36:14,8.8.8.8,Online,11.83
2025-10-27 09:36:14,1.1.1.1,Online,42.7
2025-10-27 09:36:14,192.168.1.1,Online,1.81
2025-10-27 09:36:16,8.8.8.8,Online,7.44
2025-10-27 09:36:16,1.1.1.1,Online,62.58
2025-10-27 09:36:16,192.168.1.1,Online,3.76
2025-10-27 09:36:24,8.8.8.8,Online,15.85
2025-10-27 09:36:24,1.1.1.1,Online,44.67
2025-10-27 09:36:24,192.168.1.1,Online,3.07
2025-10-27 09:36:28,8.8.8.8,Offline,N/A
2025-10-27 09:36:28,1.1.1.1,Online,39.51
2025-10-27 09:36:28,192.168.1.1,Online,1.95
2025-10-27 09:36:34,8.8.8.8,Online,14.57
2025-10-27 09:36:34,1.1.1.1,Online,42.72
2025-10-27 09:36:34,192.168.1.1,Online,2.05
2025-10-27 09:36:38,8.8.8.8,Online,39.8
2025-10-27 09:36:39,1.1.1.1,Online,65.21
2025-10-27 09:36:39,192.168.1.1,Online,2.11
2025-10-27 09:36:44,8.8.8.8,Online,39.25
2025-10-27 09:36:44,1.1.1.1,Online,68.28
2025-10-27 09:36:44,192.168.1.1,Online,1.87
2025-10-27 09:36:49,8.8.8.8,Online,11.0
2025-10-27 09:36:49,1.1.1.1,Online,40.49
2025-10-27 09:36:49,192.168.1.1,Online,2.34
2025-10-27 09:36:54,8.8.8.8,Online,40.6
2025-10-27 09:36:54,1.1.1.1,Online,67.7
2025-10-27 09:36:54,192.168.1.1,Online,2.7
2025-10-27 09:37:01,8.8.8.8,Offline,N/A
2025-10-27 09:37:01,1.1.1.1,Online,46.72
2025-10-27 09:37:01,192.168.1.1,Online,1.71
2025-10-27 09:37:04,8.8.8.8,Online,47.42
2025-10-27 09:37:04,1.1.1.1,Online,69.6
2025-10-27 09:37:04,192.168.1.1,Online,1.81
2025-10-27 09:37:11,8.8.8.8,Online,32.94
2025-10-27 09:37:11,1.1.1.1,Online,54.79
2025-10-27 09:37:11,192.168.1.1,Online,3.46
2025-10-27 09:37:14,8.8.8.8,Online,12.52
2025-10-27 09:37:14,1.1.1.1,Online,35.68
2025-10-27 09:37:14,192.168.1.1,Online,1.57
2025-10-27 09:37:21,8.8.8.8,Online,34.61
2025-10-27 09:37:21,1.1.1.1,Online,60.47
2025-10-27 09:37:21,192.168.1.1,Online,3.79
2025-10-27 09:37:24,8.8.8.8,Online,20.77
2025-10-27 09:37:24,1.1.1.1,Online,58.86
2025-10-27 09:37:24,192.168.1.1,Online,37.62
2025-10-27 09:37:31,8.8.8.8,Online,54.0
2025-10-27 09:37:31,1.1.1.1,Online,107.09
2025-10-27 09:37:31,192.168.1.1,Online,15.0
2025-10-27 09:37:34,8.8.8.8,Online,7.81
2025-10-27 09:37:34,1.1.1.1,Online,32.93
2025-10-27 09:37:34,192.168.1.1,Online,2.63
2025-10-27 09:37:43,8.8.8.8,Offline,N/A
2025-10-27 09:37:43,1.1.1.1,Online,57.94
2025-10-27 09:37:43,192.168.1.1,Online,6.77
2025-10-27 09:37:44,8.8.8.8,Online,7.22
2025-10-27 09:37:44,1.1.1.1,Online,32.46
2025-10-27 09:37:44,192.168.1.1,Online,1.74
2025-10-27 09:37:53,8.8.8.8,Online,6.36
2025-10-27 09:37:53,1.1.1.1,Online,31.52
2025-10-27 09:37:53,192.168.1.1,Online,1.47
2025-10-27 09:37:54,8.8.8.8,Online,8.23
2025-10-27 09:37:55,1.1.1.1,Online,31.54
2025-10-27 09:37:55,192.168.1.1,Online,5.26
2025-10-27 09:38:03,8.8.8.8,Online,8.71
2025-10-27 09:38:03,1.1.1.1,Online,32.79
2025-10-27 09:38:03,192.168.1.1,Online,4.67
2025-10-27 09:38:05,8.8.8.8,Online,6.31
2025-10-27 09:38:07,1.1.1.1,Offline,N/A
2025-10-27 09:38:07,192.168.1.1,Online,1.72
2025-10-27 09:38:13,8.8.8.8,Online,12.74
2025-10-27 09:38:13,1.1.1.1,Online,33.46
2025-10-27 09:38:13,192.168.1.1,Online,1.49
2025-10-27 09:38:17,8.8.8.8,Online,28.37
2025-10-27 09:38:17,1.1.1.1,Online,48.02
2025-10-27 09:38:17,192.168.1.1,Online,7.73
2025-10-27 09:38:27,8.8.8.8,Online,14.73
2025-10-27 09:38:27,1.1.1.1,Online,54.61
2025-10-27 09:38:27,192.168.1.1,Online,2.09
2025-10-27 09:38:37,8.8.8.8,Online,19.64
2025-10-27 09:38:37,1.1.1.1,Online,33.0
2025-10-27 09:38:37,192.168.1.1,Online,1.67
2025-10-27 09:38:47,8.8.8.8,Online,8.02
2025-10-27 09:38:47,1.1.1.1,Online,32.59
2025-10-27 09:38:47,192.168.1.1,Online,1.47
2025-10-27 09:38:57,8.8.8.8,Online,15.57
2025-10-27 09:38:57,1.1.1.1,Online,53.94
2025-10-27 09:38:57,192.168.1.1,Online,25.79
2025-10-27 09:39:07,8.8.8.8,Online,10.36
2025-10-27 09:39:07,1.1.1.1,Online,42.48
2025-10-27 09:39:07,192.168.1.1,Online,2.58
2025-10-27 09:39:17,8.8.8.8,Online,14.68
2025-10-27 09:39:17,1.1.1.1,Online,165.89
2025-10-27 09:39:17,192.168.1.1,Online,10.03
2025-10-27 09:39:27,8.8.8.8,Online,20.73
2025-10-27 09:39:27,1.1.1.1,Online,97.93
2025-10-27 09:39:27,192.168.1.1,Online,2.06
2025-10-27 09:39:37,8.8.8.8,Online,13.15
2025-10-27 09:39:38,1.1.1.1,Online,286.41
2025-10-27 09:39:38,192.168.1.1,Online,9.63
2025-10-27 09:39:48,8.8.8.8,Online,12.32
2025-10-27 09:39:49,1.1.1.1,Online,1717.22
2025-10-27 09:39:49,192.168.1.1,Online,4.4
2025-10-27 09:39:59,8.8.8.8,Online,49.1
2025-10-27 09:40:00,1.1.1.1,Online,86.47
2025-10-27 09:40:00,192.168.1.1,Online,15.85
2025-10-27 09:40:10,8.8.8.8,Online,21.06
2025-10-27 09:40:10,1.1.1.1,Online,114.77
2025-10-27 09:40:10,192.168.1.1,Online,2.21
2025-10-27 09:40:20,8.8.8.8,Online,14.01
2025-10-27 09:40:20,1.1.1.1,Online,197.62
2025-10-27 09:40:20,192.168.1.1,Online,16.01
2025-10-27 09:40:30,8.8.8.8,Online,17.96
2025-10-27 09:40:30,1.1.1.1,Online,336.45
2025-10-27 09:40:30,192.168.1.1,Online,14.87
2025-10-27 09:40:40,8.8.8.8,Online,19.85
2025-10-27 09:40:40,1.1.1.1,Online,73.0
2025-10-27 09:40:40,192.168.1.1,Online,10.19
2025-10-27 09:40:50,8.8.8.8,Online,23.28
2025-10-27 09:40:51,1.1.1.1,Online,249.81
2025-10-27 09:40:51,192.168.1.1,Online,8.93
2025-10-27 09:41:01,8.8.8.8,Online,7.27
2025-10-27 09:41:01,1.1.1.1,Online,88.83
2025-10-27 09:41:01,192.168.1.1,Online,40.26
2025-10-27 09:41:11,8.8.8.8,Online,63.26
2025-10-27 09:41:11,1.1.1.1,Online,42.79
2025-10-27 09:41:11,192.168.1.1,Online,5.21
2025-10-27 09:41:21,8.8.8.8,Online,31.61
2025-10-27 09:41:21,1.1.1.1,Online,113.89
2025-10-27 09:41:21,192.168.1.1,Online,6.57
2025-10-27 09:41:33,8.8.8.8,Offline,N/A
2025-10-27 09:41:33,1.1.1.1,Online,59.28
2025-10-27 09:41:33,192.168.1.1,Online,67.62
2025-10-27 09:41:43,8.8.8.8,Online,7.53
2025-10-27 09:41:43,1.1.1.1,Online,34.26
2025-10-27 09:41:43,192.168.1.1,Online,18.91
2025-10-27 09:41:53,8.8.8.8,Online,9.81
2025-10-27 09:41:53,1.1.1.1,Online,34.48
2025-10-27 09:41:53,192.168.1.1,Online,2.23
2025-10-27 09:42:05,8.8.8.8,Offline,N/A
2025-10-27 09:42:05,1.1.1.1,Online,37.08
2025-10-27 09:42:05,192.168.1.1,Online,1.41
2025-10-27 09:42:15,8.8.8.8,Online,7.41
2025-10-27 09:42:17,1.1.1.1,Offline,N/A
2025-10-27 09:42:17,192.168.1.1,Online,2.11
2025-10-27 09:42:29,8.8.8.8,Offline,N/A
2025-10-27 09:42:30,1.1.1.1,Online,40.7
2025-10-27 09:42:30,192.168.1.1,Online,5.82
2025-10-27 09:42:42,8.8.8.8,Offline,N/A
2025-10-27 09:42:44,1.1.1.1,Offline,N/A
2025-10-27 09:42:44,192.168.1.1,Online,4.56
2025-10-27 09:42:54,8.8.8.8,Online,8.39
2025-10-27 09:42:54,1.1.1.1,Online,35.94
2025-10-27 09:42:54,192.168.1.1,Online,2.52
2025-10-27 09:43:04,8.8.8.8,Online,43.9
2025-10-27 09:43:06,1.1.1.1,Offline,N/A
2025-10-27 09:43:06,192.168.1.1,Online,1.95
2025-10-27 09:43:16,8.8.8.8,Online,25.16
2025-10-27 09:43:16,1.1.1.1,Online,52.13
2025-10-27 09:43:16,192.168.1.1,Online,1.72
2025-10-27 09:43:26,8.8.8.8,Online,22.72
2025-10-27 09:43:26,1.1.1.1,Online,50.91
2025-10-27 09:43:26,192.168.1.1,Online,3.4
2025-10-27 09:43:36,8.8.8.8,Online,12.99
2025-10-27 09:43:36,1.1.1.1,Online,40.17
2025-10-27 09:43:36,192.168.1.1,Online,2.42
2025-10-27 09:43:46,8.8.8.8,Online,46.32
2025-10-27 09:43:48,1.1.1.1,Offline,N/A
2025-10-27 09:43:48,192.168.1.1,Online,6.99
2025-10-27 09:43:58,8.8.8.8,Online,6.18
2025-10-27 09:43:58,1.1.1.1,Online,35.79
2025-10-27 09:43:58,192.168.1.1,Online,1.55
2025-10-27 09:44:08,8.8.8.8,Online,30.44
2025-10-27 09:44:08,1.1.1.1,Online,51.75
2025-10-27 09:44:08,192.168.1.1,Online,1.75
2025-10-27 09:44:18,8.8.8.8,Online,15.54
2025-10-27 09:44:18,1.1.1.1,Online,34.73
2025-10-27 09:44:18,192.168.1.1,Online,1.48
2025-10-27 09:44:28,8.8.8.8,Online,21.96
2025-10-27 09:44:28,1.1.1.1,Online,46.57
2025-10-27 09:44:28,192.168.1.1,Online,2.16
2025-10-27 09:44:38,8.8.8.8,Online,13.63
2025-10-27 09:44:40,1.1.1.1,Offline,N/A
2025-10-27 09:44:40,192.168.1.1,Online,2.17
2025-10-27 09:44:50,8.8.8.8,Online,22.98
2025-10-27 09:44:50,1.1.1.1,Online,57.95
2025-10-27 09:44:50,192.168.1.1,Online,6.4
2025-10-27 09:45:00,8.8.8.8,Online,36.35
2025-10-27 09:45:00,1.1.1.1,Online,54.08
2025-10-27 09:45:00,192.168.1.1,Online,2.27
2025-10-27 09:45:10,8.8.8.8,Online,6.59
2025-10-27 09:45:10,1.1.1.1,Online,31.93
2025-10-27 09:45:10,192.168.1.1,Online,1.53
2025-10-27 09:45:20,8.8.8.8,Online,7.95
2025-10-27 09:45:21,1.1.1.1,Online,31.16
2025-10-27 09:45:21,192.168.1.1,Online,1.54
2025-10-27 09:45:31,8.8.8.8,Online,6.71
2025-10-27 09:45:31,1.1.1.1,Online,39.02
2025-10-27 09:45:31,192.168.1.1,Online,2.08
2025-10-27 09:45:41,8.8.8.8,Online,11.53
2025-10-27 09:45:41,1.1.1.1,Online,35.24
2025-10-27 09:45:41,192.168.1.1,Online,2.03
2025-10-27 09:45:51,8.8.8.8,Online,9.95
2025-10-27 09:45:51,1.1.1.1,Online,35.24
2025-10-27 09:45:51,192.168.1.1,Online,1.94
2025-10-27 09:46:01,8.8.8.8,Online,40.57
2025-10-27 09:46:01,1.1.1.1,Online,59.95
2025-10-27 09:46:01,192.168.1.1,Online,1.46
2025-10-27 09:46:11,8.8.8.8,Online,9.51
2025-10-27 09:46:11,1.1.1.1,Online,34.96
2025-10-27 09:46:11,192.168.1.1,Online,2.32
2025-10-27 09:46:21,8.8.8.8,Online,7.83
2025-10-27 09:46:21,1.1.1.1,Online,46.48
2025-10-27 09:46:21,192.168.1.1,Online,2.29
2025-10-27 09:46:31,8.8.8.8,Online,10.21
2025-10-27 09:46:31,1.1.1.1,Online,35.1
2025-10-27 09:46:31,192.168.1.1,Online,1.77
2025-10-27 09:46:41,8.8.8.8,Online,37.16
2025-10-27 09:46:41,1.1.1.1,Online,47.21
2025-10-27 09:46:41,192.168.1.1,Online,3.43
2025-10-27 09:46:51,8.8.8.8,Online,12.17
2025-10-27 09:46:51,1.1.1.1,Online,32.94
2025-10-27 09:46:51,192.168.1.1,Online,2.15
2025-10-27 09:47:01,8.8.8.8,Online,9.82
2025-10-27 09:47:01,1.1.1.1,Online,43.03
2025-10-27 09:47:01,192.168.1.1,Online,12.56
2025-10-27 09:47:11,8.8.8.8,Online,19.96
2025-10-27 09:47:11,1.1.1.1,Online,40.39
2025-10-27 09:47:11,192.168.1.1,Online,1.98
2025-10-27 09:47:21,8.8.8.8,Online,42.06
2025-10-27 09:47:21,1.1.1.1,Online,53.73
2025-10-27 09:47:21,192.168.1.1,Online,2.3
2025-10-27 09:47:31,8.8.8.8,Online,13.57
2025-10-27 09:47:31,1.1.1.1,Online,40.56
2025-10-27 09:47:31,192.168.1.1,Online,2.38
2025-10-27 09:47:41,8.8.8.8,Online,42.34
2025-10-27 09:47:42,1.1.1.1,Online,60.69
2025-10-27 09:47:42,192.168.1.1,Online,4.35
2025-10-27 09:47:52,8.8.8.8,Online,32.43
2025-10-27 09:47:52,1.1.1.1,Online,65.11
2025-10-27 09:47:52,192.168.1.1,Online,2.91
2025-10-27 09:48:04,8.8.8.8,Offline,N/A
2025-10-27 09:48:04,1.1.1.1,Online,75.66
2025-10-27 09:48:04,192.168.1.1,Online,2.64
2025-10-27 09:48:14,8.8.8.8,Online,40.7
2025-10-27 09:48:14,1.1.1.1,Online,63.15
2025-10-27 09:48:14,192.168.1.1,Online,2.36
2025-10-27 09:48:24,8.8.8.8,Online,47.04
2025-10-27 09:48:24,1.1.1.1,Online,73.26
2025-10-27 09:48:24,192.168.1.1,Online,2.14
2025-10-27 09:48:36,8.8.8.8,Offline,N/A
2025-10-27 09:48:38,1.1.1.1,Offline,N/A
2025-10-27 09:48:38,192.168.1.1,Online,2.23
2025-10-27 09:48:48,8.8.8.8,Online,46.71
2025-10-27 09:48:48,1.1.1.1,Online,72.4
2025-10-27 09:48:48,192.168.1.1,Online,1.94
2025-10-27 09:48:58,8.8.8.8,Online,47.89
2025-10-27 09:48:58,1.1.1.1,Online,73.8
2025-10-27 09:48:58,192.168.1.1,Online,2.61
2025-10-27 09:49:08,8.8.8.8,Online,47.25
2025-10-27 09:49:10,1.1.1.1,Offline,N/A
2025-10-27 09:49:10,192.168.1.1,Online,2.62
2025-10-27 09:49:20,8.8.8.8,Online,45.67
2025-10-27 09:49:20,1.1.1.1,Online,71.77
2025-10-27 09:49:20,192.168.1.1,Online,2.61
2025-10-27 09:49:31,8.8.8.8,Online,47.01
2025-10-27 09:49:31,1.1.1.1,Online,72.8
2025-10-27 09:49:31,192.168.1.1,Online,2.14
2025-10-27 09:49:41,8.8.8.8,Online,46.19
2025-10-27 09:49:41,1.1.1.1,Online,71.78
2025-10-27 09:49:41,192.168.1.1,Online,2.69
2025-10-27 09:49:51,8.8.8.8,Online,41.76
2025-10-27 09:49:51,1.1.1.1,Online,73.95
2025-10-27 09:49:51,192.168.1.1,Online,1.59
2025-10-27 09:50:01,8.8.8.8,Online,46.39
2025-10-27 09:50:01,1.1.1.1,Online,67.26
2025-10-27 09:50:01,192.168.1.1,Online,1.75
2025-10-27 09:50:11,8.8.8.8,Online,22.72
2025-10-27 09:50:11,1.1.1.1,Online,80.04
2025-10-27 09:50:11,192.168.1.1,Online,2.06
2025-10-27 09:50:21,8.8.8.8,Online,46.47
2025-10-27 09:50:21,1.1.1.1,Online,77.28
2025-10-27 09:50:21,192.168.1.1,Online,3.89
2025-10-27 09:50:33,8.8.8.8,Offline,N/A
2025-10-27 09:50:33,1.1.1.1,Online,150.12
2025-10-27 09:50:33,192.168.1.1,Online,2.99
2025-10-27 09:50:43,8.8.8.8,Online,34.64
2025-10-27 09:50:44,1.1.1.1,Online,981.3
2025-10-27 09:50:44,192.168.1.1,Online,2.39
2025-10-27 09:50:54,8.8.8.8,Online,39.56
2025-10-27 09:50:54,1.1.1.1,Online,66.36
2025-10-27 09:50:55,192.168.1.1,Online,2.59
2025-10-27 09:51:05,8.8.8.8,Online,31.53
2025-10-27 09:51:05,1.1.1.1,Online,56.38
2025-10-27 09:51:05,192.168.1.1,Online,2.03
2025-10-27 09:51:17,8.8.8.8,Offline,N/A
2025-10-27 09:51:17,1.1.1.1,Online,54.18
2025-10-27 09:51:17,192.168.1.1,Online,3.07
2025-10-27 09:51:27,8.8.8.8,Online,46.86
2025-10-27 09:51:27,1.1.1.1,Online,73.16
2025-10-27 09:51:27,192.168.1.1,Online,1.52
2025-10-27 09:51:37,8.8.8.8,Online,47.87
2025-10-27 09:51:37,1.1.1.1,Online,82.1
2025-10-27 09:51:37,192.168.1.1,Online,4.98
2025-10-27 09:51:47,8.8.8.8,Online,35.67
2025-10-27 09:51:47,1.1.1.1,Online,72.18
2025-10-27 09:51:47,192.168.1.1,Online,2.98
2025-10-27 09:51:57,8.8.8.8,Online,44.33
2025-10-27 09:51:57,1.1.1.1,Online,71.65
2025-10-27 09:51:57,192.168.1.1,Online,2.52
2025-10-27 09:52:07,8.8.8.8,Online,48.6
2025-10-27 09:52:09,1.1.1.1,Offline,N/A
2025-10-27 09:52:09,192.168.1.1,Online,2.56
2025-10-27 09:52:19,8.8.8.8,Online,48.77
2025-10-27 09:52:19,1.1.1.1,Online,66.79
2025-10-27 09:52:19,192.168.1.1,Online,2.97
2025-10-27 09:52:29,8.8.8.8,Online,33.21
2025-10-27 09:52:29,1.1.1.1,Online,66.3
2025-10-27 09:52:29,192.168.1.1,Online,2.19
2025-10-27 09:52:41,8.8.8.8,Offline,N/A
2025-10-27 09:52:43,1.1.1.1,Offline,N/A
2025-10-27 09:52:43,192.168.1.1,Online,3.32
2025-10-27 09:52:54,8.8.8.8,Online,34.79
2025-10-27 09:52:54,1.1.1.1,Online,64.52
2025-10-27 09:52:54,192.168.1.1,Online,2.05
2025-10-27 09:53:04,8.8.8.8,Online,45.84
2025-10-27 09:53:04,1.1.1.1,Online,69.61
2025-10-27 09:53:04,192.168.1.1,Online,3.22
2025-10-27 09:53:14,8.8.8.8,Online,45.4
2025-10-27 09:53:16,1.1.1.1,Offline,N/A
2025-10-27 09:53:16,192.168.1.1,Online,1.69
2025-10-27 09:53:26,8.8.8.8,Online,22.96
2025-10-27 09:53:26,1.1.1.1,Online,42.7
2025-10-27 09:53:26,192.168.1.1,Online,2.14
2025-10-27 09:53:36,8.8.8.8,Online,31.73
2025-10-27 09:53:36,1.1.1.1,Online,62.62
2025-10-27 09:53:36,192.168.1.1,Online,1.96
2025-10-27 09:53:46,8.8.8.8,Online,24.93
2025-10-27 09:53:46,1.1.1.1,Online,58.3
2025-10-27 09:53:46,192.168.1.1,Online,4.88
2025-10-27 09:53:56,8.8.8.8,Online,26.74
2025-10-27 09:53:56,1.1.1.1,Online,61.71
2025-10-27 09:53:56,192.168.1.1,Online,1.75
2025-10-27 09:54:06,8.8.8.8,Online,50.08
2025-10-27 09:54:06,1.1.1.1,Online,63.55
2025-10-27 09:54:06,192.168.1.1,Online,1.9
2025-10-27 09:54:16,8.8.8.8,Online,34.21
2025-10-27 09:54:16,1.1.1.1,Online,68.79
2025-10-27 09:54:16,192.168.1.1,Online,2.83
2025-10-27 09:54:28,8.8.8.8,Offline,N/A
2025-10-27 09:54:28,1.1.1.1,Online,53.38
2025-10-27 09:54:28,192.168.1.1,Online,3.61
2025-10-27 09:54:38,8.8.8.8,Online,36.31
2025-10-27 09:54:39,1.1.1.1,Online,62.15
2025-10-27 09:54:39,192.168.1.1,Online,1.95
2025-10-27 09:54:51,8.8.8.8,Offline,N/A
2025-10-27 09:54:51,1.1.1.1,Online,56.23
2025-10-27 09:54:51,192.168.1.1,Online,2.04
2025-10-27 09:55:01,8.8.8.8,Online,38.87
2025-10-27 09:55:01,1.1.1.1,Online,47.17
2025-10-27 09:55:01,192.168.1.1,Online,4.73
2025-10-27 09:55:11,8.8.8.8,Online,19.46
2025-10-27 09:55:13,1.1.1.1,Offline,N/A
2025-10-27 09:55:13,192.168.1.1,Online,2.34
2025-10-27 09:55:23,8.8.8.8,Online,39.38
2025-10-27 09:55:23,1.1.1.1,Online,51.22
2025-10-27 09:55:23,192.168.1.1,Online,2.33
2025-10-27 09:55:33,8.8.8.8,Online,37.52
2025-10-27 09:55:33,1.1.1.1,Online,62.76
2025-10-27 09:55:33,192.168.1.1,Online,2.5
2025-10-27 09:55:43,8.8.8.8,Online,27.6
2025-10-27 09:55:45,1.1.1.1,Offline,N/A
2025-10-27 09:55:45,192.168.1.1,Online,2.11
2025-10-27 09:55:55,8.8.8.8,Online,46.59
2025-10-27 09:55:55,1.1.1.1,Online,65.5
2025-10-27 09:55:55,192.168.1.1,Online,1.64
2025-10-27 09:56:05,8.8.8.8,Online,43.11
2025-10-27 09:56:05,1.1.1.1,Online,113.52
2025-10-27 09:56:05,192.168.1.1,Online,2.23
2025-10-27 09:56:15,8.8.8.8,Online,42.82
2025-10-27 09:56:15,1.1.1.1,Online,70.83
2025-10-27 09:56:15,192.168.1.1,Online,2.23
2025-10-27 09:56:27,8.8.8.8,Offline,N/A
2025-10-27 09:56:27,1.1.1.1,Online,54.9
2025-10-27 09:56:27,192.168.1.1,Online,2.15
2025-10-27 09:56:38,8.8.8.8,Online,46.26
2025-10-27 09:56:38,1.1.1.1,Online,62.43
